blast_temp_C,coke_rate_kg_per_t,pci_rate_kg_per_t,air_flow_Nm3_min,top_gas_pressure_bar,moisture_g_Nm3,ore_grade_pct,burden_index,hot_metal_tpd,fuel_rate_kg_per_t,efficiency_score
1107.3,321.9,200.0,3811.0,2.72,12.3,67.4,0.584,7616,658.7,48.0
916.3,467.0,156.5,4991.0,2.31,10.9,63.2,0.696,6293,750.0,23.6
1112.6,524.0,137.6,3355.0,2.77,25.8,67.8,0.591,6408,750.0,31.7
959.7,314.4,95.1,4806.0,2.45,6.3,64.6,0.569,6658,489.5,53.8
922.8,335.2,135.1,5953.0,2.47,18.9,59.3,0.929,7567,693.4,32.7
1232.1,479.2,182.8,3876.0,2.97,5.0,66.9,0.526,6296,672.6,44.6
1238.0,409.3,209.0,5544.0,2.73,21.6,62.7,0.855,7413,750.0,39.5
1182.9,400.9,115.2,5993.0,1.66,18.9,59.5,0.601,6217,750.0,28.9
1006.6,334.2,129.7,4766.0,1.63,32.5,65.9,0.506,6232,750.0,19.8
934.2,426.7,101.6,3928.0,2.11,26.6,64.2,0.898,6564,750.0,21.0
1139.5,331.6,176.7,5021.0,2.36,8.8,66.8,0.851,8107,520.1,62.7
1054.1,419.2,214.4,5535.0,2.05,15.6,66.3,0.667,6579,750.0,28.3
942.7,490.9,169.7,3514.0,2.8,32.9,61.2,0.54,5378,750.0,21.3
1073.3,364.6,166.4,4358.0,1.89,26.8,60.6,0.68,6356,750.0,26.7
912.0,420.2,157.5,3958.0,2.91,22.8,65.3,0.591,6196,750.0,22.7
1218.3,548.0,92.4,3850.0,3.05,21.8,63.7,0.966,6722,750.0,37.7
990.6,471.7,182.1,5582.0,1.75,16.9,58.7,0.765,6145,750.0,24.1
1131.9,510.3,164.3,4265.0,2.8,22.6,59.8,0.982,6757,750.0,32.2
1009.1,403.7,172.6,4017.0,3.42,28.1,59.5,0.676,6268,750.0,33.8
1082.0,492.0,205.8,4811.0,1.89,8.8,63.9,0.778,6951,750.0,30.3
1091.3,310.1,189.8,3658.0,3.32,34.1,58.9,0.595,6328,750.0,33.4
964.7,330.7,189.3,3690.0,2.71,12.2,60.1,0.904,7472,648.8,45.6
1239.4,350.8,209.8,4561.0,2.68,18.4,63.5,0.521,6573,750.0,34.9
1171.3,400.5,218.6,4228.0,1.6,5.7,59.3,0.848,7587,714.6,39.7
1228.8,511.4,161.4,3885.0,3.0,21.5,60.5,0.696,6271,750.0,38.2
1213.2,386.6,95.2,3162.0,2.46,16.5,67.1,0.789,7042,609.7,50.0
1109.3,463.7,144.3,4562.0,2.94,12.5,65.0,0.796,7671,702.7,45.4
1222.7,477.3,190.3,5450.0,3.12,34.6,61.1,0.855,6511,750.0,31.9
931.0,446.5,83.9,5554.0,2.55,17.8,66.8,0.602,6342,750.0,26.4
968.6,389.3,88.0,3706.0,2.03,17.4,60.5,0.766,6235,708.4,27.0
915.8,444.3,89.4,4799.0,1.78,18.9,63.9,0.713,6245,750.0,21.8
1013.9,385.6,182.3,5568.0,1.82,8.5,61.7,0.641,7116,712.6,31.9
1036.0,321.0,150.2,4226.0,3.23,16.8,65.5,0.748,7346,654.9,47.5
995.0,548.2,131.6,5796.0,1.75,15.1,61.7,0.976,6754,750.0,25.3
1190.1,331.8,94.8,5709.0,2.27,19.0,60.5,0.974,7491,586.4,48.3
1024.9,318.1,182.5,3624.0,2.17,30.7,64.1,0.639,6775,750.0,26.7
998.3,519.6,124.9,3777.0,3.23,10.8,65.5,0.942,7001,706.1,42.4
1089.9,375.5,117.1,3541.0,2.46,23.2,63.4,0.938,6966,713.6,33.4
949.3,462.6,171.3,3588.0,3.49,6.1,65.2,0.625,6593,669.8,40.9
1180.8,382.3,158.3,5724.0,2.97,14.5,62.2,0.799,7269,645.0,53.3
926.1,397.9,130.7,5793.0,3.2,19.2,66.0,0.935,7699,694.5,42.1
1245.4,365.5,169.8,3156.0,1.7,7.2,63.9,0.757,7335,622.6,49.2
1170.3,385.8,118.0,4781.0,2.01,21.3,60.0,0.685,6863,750.0,32.4
969.6,402.7,191.3,4693.0,1.77,14.3,66.9,0.825,7233,746.1,27.1
901.9,480.1,112.1,4172.0,2.43,34.8,66.4,0.586,5757,750.0,23.5
1185.4,427.9,102.2,4895.0,2.94,23.9,67.6,0.581,6881,750.0,38.4
1147.4,535.9,189.5,5842.0,1.84,12.3,63.7,0.916,6982,750.0,35.9
1155.2,310.5,179.1,3511.0,1.76,8.1,64.8,0.521,6761,588.1,48.3
1169.9,425.8,105.6,3361.0,2.73,6.2,66.6,0.902,7604,516.2,62.5
925.9,446.1,96.3,3100.0,1.96,7.7,58.5,0.645,5782,725.0,25.0
1025.5,530.0,197.4,4488.222299089127,2.46,25.4,67.1,0.742,6381,750.0,29.4
940.6,312.3,188.7,4013.0,1.6,30.6,60.7,0.772,6561,750.0,22.8
1202.1,443.4,125.8,4292.0,2.86,9.7,58.6,0.884,6982,647.9,46.4
1118.2,513.4,172.1,4510.0,2.58,17.1,60.4,0.942,7211,750.0,36.1
1015.8,360.5,97.4,5273.0,2.79,15.6,63.9,0.902,7682,609.2,47.3
922.2,519.1,151.0,4176.0,2.05,24.3,58.5,0.786,5533,750.0,16.7
1008.8,304.8,82.6,3992.0,2.06,10.5,58.0,0.674,6424,565.8,46.7
1013.8,483.1,134.8,5481.0,3.1,33.6,64.4,0.763,6115,750.0,29.7
1155.4,533.3,90.5,5549.0,2.94,26.9,62.5,0.515,5615,750.0,29.4
1123.1,464.3,146.5,3698.0,2.66,33.7,66.4,0.622,6494,750.0,27.6
1210.5,409.8,139.0,3944.0,2.76,13.3,60.6,0.683,6576,701.1,42.7
1065.3,311.2,142.2,5475.0,1.69,22.6,60.8,0.66,6333,750.0,22.7
941.9,530.0,86.3,3238.0,3.21,27.0,58.8,0.548,4653,750.0,18.8
1149.6,417.6,130.6,3978.0,3.04,26.3,63.4,0.525,5820,750.0,30.6
1166.3,307.2,185.9,4345.0,2.68,5.6,61.7,0.71,7205,550.1,58.1
1096.4,472.5,131.6,3561.0,3.34,34.9,61.4,0.537,5585,750.0,29.0
1169.8,420.5,180.1,3540.0,1.84,32.8,62.6,0.643,5918,750.0,25.8
1072.8,331.1,131.7,4275.0,2.87,8.6,66.5,0.737,7738,526.4,64.3
1083.0,353.6,139.3,5264.0,3.43,21.3,59.1,0.605,6321,744.2,37.2
1049.6,316.1,158.9,5521.0,2.12,14.4,63.2,0.54,7207,673.1,39.2
908.9,443.6,213.1,5938.0,1.53,31.4,60.0,0.716,6007,750.0,13.6
937.8,455.5,95.2,3222.0,2.97,25.9,60.1,0.724,5971,750.0,22.5
911.0,426.4,84.6,3650.0,1.51,11.7,60.6,0.958,6496,662.0,34.0
1122.7,504.3,165.1,5270.0,3.25,6.0,62.6,0.564,6904,728.9,44.8
1010.0,515.3,212.9,4622.0,1.61,13.8,62.9,0.807,6221,750.0,26.0
1078.0,453.9,218.6,3983.0,2.81,6.1,66.7,0.66,6803,709.6,38.3
1217.6,303.2,147.8,3617.0,2.25,9.2,66.9,0.562,7036,537.1,62.0
987.3,473.8,145.5,3841.0,1.91,24.1,63.9,0.697,6412,750.0,23.1
1043.6,404.5,170.3,4288.0,3.3,27.4,60.8,0.714,6363,750.0,31.9
1164.4,441.4,157.8,3531.0,2.99,19.0,66.2,0.682,6558,747.4,37.4
980.1,462.3,168.8,5893.0,2.18,23.0,65.9,0.883,7044,750.0,30.4
926.9,387.6,202.4,3323.0,2.07,9.7,66.0,0.92,7402,650.1,40.9
1001.4,529.3,184.5,5957.0,2.97,14.5,58.2,0.574,5729,750.0,30.1
956.4,333.5,149.6,5526.0,3.17,26.4,65.5,0.584,6921,750.0,31.0
1225.4,467.9,144.7,4269.0,2.93,15.9,66.5,0.711,6968,708.4,43.2
1182.8,301.1,169.5,5219.0,2.78,15.5,64.1,0.66,7286,605.1,53.0
1121.7,531.2,143.8,5015.0,1.96,10.8,65.5,0.91,6786,743.7,29.9
1205.0,328.1,144.1,3640.0,3.21,22.8,65.8,0.998,7984,646.4,49.0
1181.3,323.7,82.3,4017.0,3.0,29.3,63.1,0.591,6399,730.1,37.6
965.3,383.3,104.4,4539.0,2.53,19.1,66.1,0.881,6508,670.0,34.8
1212.4,393.4,148.4,4914.0,2.52,8.5,65.9,0.804,7706,577.6,60.7
1088.8,353.6,195.2,4629.0,2.64,30.2,67.2,0.822,7371,750.0,34.9
1182.6,446.3,119.0,4419.0,3.16,7.1,67.2,0.632,7419,581.1,60.3
1213.6,410.7,153.2,4329.0,2.98,19.2,63.3,0.549,6660,740.5,40.2
1011.3,308.5,128.3,4495.0,3.21,12.8,58.3,0.772,7012,595.9,53.1
938.5,379.9,94.7,4303.0,2.51,33.1,58.2,0.807,5924,750.0,19.2
979.8,502.6,214.2,4624.0,2.75,27.1,67.4,0.982,6992,750.0,32.9
1049.5,472.4,199.7,5664.0,3.21,22.0,61.4,0.838,7013,750.0,36.8
1186.3,481.2,91.0,4898.0,1.96,25.0,61.8,0.722,6183,750.0,26.3
1201.3,474.5,180.8,5168.0,2.39,21.0,62.7,0.997,6837,750.0,33.3
902.4,377.7,128.7,4792.0,2.74,9.4,60.7,0.687,6634,617.5,39.5
1078.8,324.9,219.3,4929.0,3.33,26.3,63.9,0.581,6886,750.0,36.4
1046.1,368.1,122.3,4735.0,1.53,19.8,65.8,0.809,6581,729.6,26.5
977.7,507.9,113.4,3081.0,1.93,24.0,60.6,0.633,5638,750.0,14.4
942.0,545.1,159.5,5999.0,1.97,6.4,65.4,0.961,7277,749.3,28.7
1018.2,423.5,196.9,3101.0,2.15,9.3,64.7,0.714,6441,732.2,29.2
1230.0,302.4,107.0,4185.0,2.06,22.7,63.3,0.575,6621,701.3,37.5
1013.1,335.0,179.3,3315.0,2.68,18.8,61.3,0.571,6350,750.0,25.5
1081.6,380.5,88.6,3291.0,3.27,11.8,66.7,0.825,7607,537.4,62.4
1146.1,444.6,208.7,5381.0,2.77,12.2,62.0,0.683,7143,750.0,40.9
1027.3,318.8,91.4,4278.0,1.98,23.9,61.7,0.682,6780,717.0,30.5
1240.1,535.8,208.0,5403.0,3.23,6.8,64.4,0.806,7413,740.5,47.3
1236.9,391.3,148.7,3818.0,2.76,18.0,67.2,0.611,6831,675.5,48.5
988.1,528.1,142.7,3769.0,1.94,20.7,63.1,0.573,5466,750.0,19.2
1074.0,495.1,216.3,3754.0,2.22,14.2,65.2,0.829,6680,750.0,30.2
1005.3,488.9,218.7,4848.0,3.08,29.6,62.6,0.503,5849,750.0,26.7
999.7,451.7,171.0,5445.0,2.98,6.7,60.2,0.954,7286,690.2,40.6
912.9,456.7,97.8,4357.0,2.65,31.0,59.2,0.591,5751,750.0,19.2
1113.3,459.5,150.9,4138.0,1.79,26.7,59.4,0.724,5874,750.0,19.2
1075.9,457.2,154.1,5921.0,3.11,18.4,58.2,0.606,5756,750.0,34.2
918.0,438.4,152.0,3350.0,2.12,32.7,63.5,0.609,5432,750.0,17.8
997.5,546.6,159.7,4460.0,3.04,26.1,59.3,0.918,5936,750.0,24.8
1217.9,483.1,82.6,4225.0,2.8,32.9,66.7,0.793,6347,750.0,34.7
983.8,494.2,179.6,3294.0,2.03,19.2,67.8,0.656,5677,750.0,19.4
950.7,518.1,179.7,3805.0,1.92,18.6,63.0,0.626,6285,750.0,22.9
1071.3,353.9,96.2,3085.0,1.76,20.9,62.5,0.606,5658,736.1,23.4
1245.0,321.0,159.8,5631.0,1.98,7.0,61.5,0.777,7424,546.4,58.5
984.7,420.7,159.6,4824.0,1.82,32.3,64.4,0.865,6791,750.0,21.8
1135.2,428.5,175.5,5445.0,2.73,25.0,64.1,0.627,6804,750.0,36.0
1166.6,507.3,92.0,4565.0,2.7,23.5,61.4,0.666,5707,750.0,29.2
983.2,410.9,167.7,4799.0,2.67,32.8,61.4,0.86,6836,750.0,31.1
1154.9,442.7,119.3,5103.0,2.78,34.8,64.4,0.869,7046,750.0,31.9
1028.7,431.8,151.0,5724.0,3.13,9.9,63.5,0.604,6871,697.4,39.7
1121.3,309.6,188.3,3275.0,3.33,27.5,65.2,0.691,7003,750.0,36.6
1121.7,453.8,178.8,3993.0,1.96,22.4,67.4,0.935,6947,750.0,32.7
1087.5,507.0,96.6,5127.0,2.68,18.8,65.8,0.87,7032,738.2,33.7
931.6,339.4,162.8,5875.0,1.66,34.3,61.0,0.581,6173,750.0,18.8
1192.4,448.6,215.7,5942.0,1.74,30.5,65.6,0.693,6604,750.0,29.0
1012.3,448.4,101.9,4914.0,2.81,25.9,62.5,0.987,7059,750.0,34.4
965.3,341.0,199.4,3581.0,2.47,16.5,65.8,0.763,7233,726.7,34.3
914.3,330.9,178.4,3358.0,3.02,25.0,66.9,0.86,8037,744.6,31.8
1106.8,545.0,188.4,5838.0,2.35,21.0,60.5,0.546,5671,750.0,23.8
1137.1,398.4,119.5,4302.0,1.76,12.5,60.4,0.916,7309,646.6,41.8
905.8,356.9,120.3,3584.0,3.24,18.5,62.3,0.802,6605,682.8,35.5
1079.2,342.8,206.8,5802.0,1.67,11.4,58.5,0.588,6790,721.7,34.3
979.3,466.9,130.4,3314.0,1.88,20.0,64.9,0.69,5552,750.0,18.9
1125.8,452.4,88.8,5189.0,2.05,26.6,65.5,0.542,6096,750.0,26.2
961.0,460.9,164.1,4876.0,3.49,6.1,61.5,0.889,7315,676.0,45.0
1141.8,322.0,97.5,3263.0,2.33,28.0,62.7,0.872,6918,692.5,38.7
1035.4,523.4,191.5,4016.0,2.5,5.6,63.9,0.745,6217,750.0,28.4
1227.9,397.3,169.8,3450.0,3.04,20.5,58.7,0.726,6365,750.0,36.0
948.1,378.3,202.5,4813.0,2.77,22.2,65.1,0.732,7349,750.0,31.3
1019.4,415.6,189.9,4431.0,3.18,27.8,63.3,0.519,6442,750.0,30.1
939.7,397.5,95.7,3013.0,2.47,27.8,64.2,0.684,6397,750.0,23.0
1223.6,515.9,133.3,5927.0,3.44,17.5,65.2,0.564,7298,750.0,40.7
1207.1,532.3,188.4,4049.0,3.09,7.0,64.8,0.592,6215,725.5,41.8
990.3,375.9,138.4,3775.0,2.3,25.8,59.0,0.981,6539,750.0,25.6
1131.0,516.0,216.1,3667.0,2.26,20.3,65.8,0.631,6332,750.0,31.8
1186.0,495.4,183.0,3476.0,3.36,15.0,64.1,0.742,6573,750.0,39.6
1094.3,532.7,82.2,5997.0,2.87,12.0,65.1,0.944,7324,685.2,45.4
1085.4,361.4,203.2,3885.0,2.74,8.6,60.6,0.707,7269,662.1,48.3
984.6,444.2,94.1,4217.0,3.02,13.9,60.2,0.764,6507,713.4,39.9
932.6,368.6,99.7,5614.0,2.62,18.8,66.3,0.584,6307,706.0,32.8
1214.0,506.0,182.8,4926.0,1.82,19.3,61.9,0.643,6415,750.0,32.0
1215.1,301.3,201.1,4106.0,2.14,22.5,63.8,0.753,7197,740.2,36.8
1121.6,441.2,155.1,5695.0,2.62,15.9,63.5,0.682,6346,750.0,34.3
1018.7,384.8,120.5,5249.0,1.54,32.6,63.9,0.519,5859,750.0,16.8
1022.2,380.7,129.2,3684.0,2.37,19.9,58.7,0.7,5766,750.0,25.4
1154.1,461.2,128.0,4931.0,3.01,17.7,61.0,0.908,6894,739.5,40.8
1214.0,512.9,125.7,5767.0,1.83,6.4,58.7,0.558,6049,750.0,32.5
1210.5,452.3,114.0,4489.0,1.63,23.0,62.8,0.509,5588,750.0,24.3
1173.0,513.3,165.2,5201.0,3.17,23.1,67.0,0.559,6621,750.0,37.2
1124.7,366.1,206.1,5913.0,2.73,22.5,61.9,0.843,7024,750.0,34.1
929.4,429.9,123.0,5071.0,1.85,31.6,65.8,0.897,7073,750.0,22.0
956.6,412.6,106.1,3307.0,3.11,27.9,60.9,0.524,5723,750.0,27.4
1214.5,302.9,197.4,3734.0,2.82,31.0,66.6,0.944,7563,750.0,38.2
1112.3,439.2,183.8,4785.0,2.17,6.8,62.2,0.814,7419,674.4,42.9
903.2,465.4,210.3,3827.0,2.25,14.5,61.6,0.759,6447,750.0,23.7
935.5,448.0,103.2,5873.0,1.81,14.6,65.0,0.627,6678,750.0,23.0
1132.2,484.1,100.2,4216.0,3.17,24.7,63.1,0.686,6284,750.0,31.7
901.8,442.8,155.8,4372.0,2.52,18.5,61.4,0.973,6754,750.0,23.2
956.3,316.7,166.0,5105.0,2.61,28.3,58.6,0.956,7052,750.0,25.4
1092.1,329.1,147.2,4573.0,3.27,16.5,59.7,0.813,7495,646.3,49.9
1142.2,449.1,163.9,4146.0,1.53,11.6,65.7,0.789,6138,721.4,30.4
1128.2,368.7,105.3,3230.0,1.63,13.7,67.2,0.605,7235,624.4,41.1
978.5,319.9,147.1,4789.0,1.82,10.5,59.7,0.977,7095,590.9,44.7
1149.3,407.4,172.1,5603.0,1.56,10.9,63.7,0.878,7458,683.7,42.9
983.0,438.6,140.6,5057.0,2.82,11.5,58.3,0.691,5983,724.0,29.4
1013.9,382.2,175.1,4144.0,2.77,5.5,60.9,0.908,7695,600.6,50.9
1161.3,480.1,143.2,3383.0,1.92,26.5,62.5,0.606,5477,750.0,23.3
1127.4,460.9,126.7,5449.0,1.8,17.0,65.4,0.607,6882,750.0,31.4
1197.2,383.2,122.5,5825.0,1.79,5.7,58.4,0.895,7230,577.0,52.2
1130.2,488.7,137.5,4165.0,3.41,16.1,65.8,0.78,6932,750.0,40.8
1098.9,462.2,83.2,5186.0,2.89,32.2,60.0,0.778,5866,750.0,28.4
932.8,459.4,173.6,4232.0,2.67,20.3,65.6,0.787,7047,750.0,32.9
1028.7,438.4,198.3,4507.0,2.14,34.6,64.3,0.563,5940,750.0,18.3
992.8,302.8,129.6,5509.0,2.37,21.2,61.4,0.675,7032,718.8,29.7
985.4,474.1,86.4,3250.0,1.68,33.9,65.2,0.787,5450,750.0,14.9
1240.6,394.0,218.1,4591.0,3.5,11.1,60.4,0.624,6728,699.6,44.7
1037.6,535.7,116.9,3644.0,3.01,13.7,60.2,0.752,6186,750.0,34.1
1212.2,504.5,97.7,4019.0,2.74,26.0,58.6,0.779,5598,750.0,30.1
1120.9,446.9,131.8,4933.0,2.68,34.6,61.9,0.971,6810,750.0,30.6
1178.2,363.0,183.4,3082.0,2.51,29.8,59.0,0.623,5844,750.0,31.2
1075.9,350.9,121.1,4781.0,2.01,21.6,62.2,0.72,6531,732.7,29.8
1101.9,385.1,160.5,3850.0,1.95,7.6,58.1,0.991,7220,662.4,42.1
1072.4,419.1,138.2,5008.0,2.6,15.9,59.6,0.593,6347,750.0,28.8
968.3,374.0,96.5,3425.0,1.64,7.6,67.3,0.89,7085,540.4,49.7
1152.9,428.7,126.2,5207.0,1.65,14.3,66.0,0.589,7035,737.9,33.8
998.3,341.3,181.5,4937.0,2.62,12.8,60.4,0.925,7492,672.3,43.7
908.5,544.4,165.7,5914.0,3.34,16.7,65.2,0.744,6236,750.0,30.3
1125.9,327.0,96.8,5734.0,3.33,30.1,64.7,0.986,7606,667.9,50.6
962.0,533.0,102.9,3850.0,1.52,9.5,59.8,0.585,5689,750.0,17.9
1229.2,528.4,169.7,3082.0,1.71,14.2,61.7,0.844,6361,750.0,35.2
1233.9,431.3,193.9,4966.0,2.67,12.8,67.1,0.848,6831,678.1,49.0
1220.2,481.2,128.9,4809.0,3.2,13.9,65.4,0.859,7327,674.2,53.8
1029.6,409.0,163.3,3082.0,3.41,15.8,65.6,0.55,6756,717.9,38.0
905.4,457.5,103.9,3368.0,3.22,12.3,63.6,0.644,6332,712.9,31.5
1224.9,385.1,123.6,4754.0,2.86,33.3,64.7,0.669,6675,750.0,34.9
1049.9,375.3,82.8,5735.0,1.9,17.6,63.1,0.662,7010,678.9,36.9
1238.3,444.6,187.6,5720.0,1.65,8.4,65.4,0.838,7128,659.2,46.3
1237.3,424.5,136.1,3454.0,1.6,19.0,65.3,0.527,6476,750.0,29.8
1198.6,444.9,194.3,4154.0,2.72,10.5,58.3,0.865,6943,739.9,41.3
1003.1,371.7,179.2,3130.0,1.57,11.5,64.3,0.763,6451,686.5,30.1
1034.8,391.7,196.0,4408.0,2.98,13.6,64.3,0.586,7004,742.7,35.7
1197.9,321.0,120.0,5259.0,2.92,8.7,58.7,0.613,7419,552.4,63.3
1010.9,313.1,105.9,5370.0,1.66,26.6,62.1,0.549,6429,750.0,22.7
959.3,363.4,216.1,4497.0,3.31,28.8,67.0,0.73,7212,750.0,31.5
1094.9,318.6,180.4,3288.0,2.54,16.8,67.5,0.797,7218,644.7,43.6
1227.7,325.9,196.8,4144.0,3.31,25.7,65.8,0.79,7307,750.0,43.6
1143.6,503.2,81.8,5796.0,3.3,16.7,59.5,0.981,6726,726.6,41.0
1099.5,309.7,129.6,3689.0,1.89,9.9,61.7,0.648,6930,564.8,52.8
934.0,464.7,184.0,3959.0,2.26,16.9,59.8,0.881,6317,750.0,26.7
1115.3,368.1,90.9,5240.0,1.77,21.7,64.5,0.862,7017,681.3,36.1
1246.5,517.9,159.4,5201.0,3.05,6.2,65.7,0.531,7016,687.8,50.8
949.0,421.2,140.1,5737.0,2.51,24.6,66.8,0.965,7816,750.0,33.0
1081.4,376.4,82.5,4164.0,3.36,27.3,66.6,0.966,7385,682.5,44.2
1207.1,429.4,113.0,4488.222299089127,1.92,30.8,59.0,0.698,5580,750.0,29.8
1159.3,395.5,119.9,4402.0,2.88,8.1,59.3,0.709,6803,634.0,54.1
1144.0,441.1,95.7,5783.0,3.48,5.0,67.1,0.91,8043,508.8,72.5
1145.9,328.6,168.4,5308.0,2.83,7.2,66.4,0.748,8085,526.7,64.4
1025.8,549.2,113.9,5494.0,1.64,32.7,62.6,0.9,6065,750.0,19.0
1002.8,406.4,118.9,3399.0,2.68,28.0,62.3,0.518,6025,750.0,24.0
1183.3,387.1,205.8,5376.0,1.86,30.1,63.5,0.625,6746,750.0,31.1
1183.5,477.6,145.4,4299.0,1.56,20.5,64.0,0.546,6009,750.0,26.6
1203.5,391.0,134.9,3070.0,2.17,20.8,60.5,0.727,6585,750.0,31.7
1219.6,508.3,181.3,3180.0,2.03,14.0,62.0,0.927,6958,750.0,39.2
1079.0,413.6,207.3,5034.0,3.08,30.3,64.2,0.785,6611,750.0,31.0
1075.5,479.9,83.5,4116.0,2.25,29.9,60.1,0.76,6107,750.0,28.9
1179.4,326.9,142.8,5604.0,2.97,16.8,68.0,0.683,7671,637.6,55.3
1127.5,511.5,165.5,5203.0,1.53,14.9,60.8,0.532,5873,750.0,25.7
1145.7,483.9,124.6,3065.0,1.53,27.2,63.5,0.883,6261,750.0,23.2
1178.5,352.9,188.1,5061.0,1.56,5.8,63.5,0.785,7805,575.2,57.8
1211.5,336.3,216.0,3577.0,1.94,30.8,62.5,0.965,7411,750.0,37.8
1018.3,379.1,212.1,4268.0,2.25,18.4,60.4,0.716,6695,750.0,28.8
1031.5,544.0,117.2,4874.0,2.72,18.2,63.7,0.701,6357,750.0,31.9
932.9,364.2,111.7,5618.0,3.47,25.1,58.9,0.987,7050,750.0,32.9
1102.4,414.0,214.0,4368.0,2.21,24.4,61.9,0.571,6887,750.0,33.5
912.6,307.5,144.2,5425.0,1.61,13.0,60.2,0.626,6504,679.3,27.3
1063.0,399.3,109.2,5349.0,1.89,33.3,59.2,0.744,6006,750.0,23.9
1089.9,442.8,179.0,4244.0,3.3,34.6,67.3,0.762,6837,750.0,28.6
1000.3,538.3,119.8,4503.0,2.9,20.8,65.0,0.774,6223,750.0,26.0
1106.8,429.2,117.4,5101.0,3.08,21.8,59.7,0.606,6510,750.0,31.4
910.7,504.8,203.1,3093.0,1.75,21.6,67.5,0.963,6395,750.0,20.8
913.1,436.8,102.7,5672.0,1.77,19.6,60.2,0.852,6336,750.0,19.2
1187.9,310.2,89.0,5309.0,1.72,33.4,60.4,0.629,6239,750.0,24.1
1026.1,378.8,117.7,3748.0,3.21,12.3,59.3,0.647,6213,642.2,42.4
944.5,443.9,165.0,5944.0,1.92,8.2,65.3,0.94,7784,708.1,35.7
1082.8,537.6,97.2,3538.0,2.79,32.9,63.7,0.69,5430,750.0,21.9
1169.5,514.8,146.0,5742.0,2.53,11.4,58.6,0.778,6326,750.0,30.7
975.5,357.1,167.8,3973.0,2.59,27.5,58.3,0.56,5690,750.0,20.6
1118.0,355.0,198.8,5289.0,1.89,11.1,63.3,0.626,7274,680.3,42.5
929.9,350.3,112.2,4369.0,2.77,33.8,64.5,0.708,6866,750.0,32.0
918.1,530.6,194.4,5209.0,1.59,28.7,66.2,0.828,6543,750.0,22.6
1086.0,513.2,112.9,3467.0,3.49,32.6,62.8,0.64,5466,750.0,27.3
1089.2,493.7,174.7,3809.0,1.55,33.5,64.8,0.975,6351,750.0,23.5
1123.1,398.2,140.3,3300.0,1.6,7.5,65.3,0.61,7116,647.7,42.3
1154.1,426.1,96.1,5595.0,2.15,18.0,64.1,0.889,7233,647.6,44.5
1241.5,416.1,180.0,3889.0,3.16,24.4,61.5,0.682,6187,750.0,36.0
1080.7,363.3,110.5,5083.0,2.01,29.1,59.3,0.917,7245,750.0,30.5
